host_response_time,host_response_time_skala,host_identity_verified,host_is_superhost,host_total_listings_count,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy
within an hour,1,1,0,3,Steglitz - Zehlendorf,Apartment,Entire home/apt,7,1,2,4,Real Bed,64,0,15,1,1,1125,12,27,27,302,2,80,0,strict_14_with_grace_period
,,0,0,1,Steglitz - Zehlendorf,Apartment,Entire home/apt,3,1,1,1,Real Bed,65,250,35,1,1,1125,4,4,8,8,0,,1,strict_14_with_grace_period
within an hour,1,0,0,1,Steglitz - Zehlendorf,Apartment,Entire home/apt,3,1,2,2,Real Bed,95,250,35,2,3,100,0,0,0,0,0,,0,strict_14_with_grace_period
within an hour,1,0,0,1,Mitte,Apartment,Private room,1,1,0,0,Real Bed,40,0,0,1,1,1125,23,23,23,23,0,,1,flexible
within a few hours,2,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,60,0,0,1,3,10,16,16,16,149,0,,0,flexible
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,0,Real Bed,75,0,0,1,4,6,0,6,6,6,1,80,0,flexible
a few days or more,4,0,0,1,Neukoelln,Apartment,Entire home/apt,2,1,0,1,Real Bed,32,200,25,2,2,12,5,26,53,53,0,,0,flexible
within an hour,1,0,0,2,Charlottenburg-Wilm.,Apartment,Private room,2,1,1,1,Real Bed,33,0,0,1,1,1125,0,1,1,61,0,,1,moderate
within an hour,1,0,0,1,Pankow,Apartment,Entire home/apt,3,1,2,1,Real Bed,55,0,0,1,1,30,16,45,75,248,2,60,1,flexible
within an hour,1,0,0,1,Pankow,Apartment,Private room,2,1,1,0,Real Bed,70,0,15,1,2,1125,6,13,21,24,1,100,0,flexible
within a few hours,2,0,0,18,Mitte,Apartment,Entire home/apt,8,1,3,5,Real Bed,129,600,60,4,4,360,0,0,0,185,1,80,0,strict_14_with_grace_period
a few days or more,4,1,0,1,Neukoelln,Apartment,Entire home/apt,2,1,1,1,Real Bed,77,0,0,1,1,1125,4,30,31,239,0,,0,flexible
within an hour,1,0,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,4,1,0,2,Real Bed,120,0,60,2,3,180,14,38,62,327,1,80,1,strict_14_with_grace_period
within an hour,1,0,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,0,35,1,1,1125,8,8,8,8,4,95,1,strict_14_with_grace_period
within a few hours,2,0,0,1,Pankow,House,Entire home/apt,5,2,3,2,Real Bed,200,500,100,1,5,1125,0,14,34,83,0,,0,strict_14_with_grace_period
within an hour,1,0,0,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,0,Real Bed,49,0,100,1,1,1125,18,42,57,332,2,70,1,strict_14_with_grace_period
within a day,3,1,0,1,Treptow - Koepenick,Apartment,Private room,1,1,1,1,Real Bed,40,150,15,1,1,1125,12,17,47,47,0,,0,moderate
within an hour,1,0,0,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,72,800,40,2,3,1125,4,4,19,19,2,100,1,flexible
within an hour,1,0,0,1,Tempelhof - Schoenenberg,Apartment,Private room,1,1,1,1,Real Bed,30,0,10,1,1,1125,17,34,60,330,0,,1,flexible
within an hour,1,0,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,55,0,0,1,5,20,0,0,29,29,1,,1,flexible
within a day,3,0,0,1,Tempelhof - Schoenenberg,Apartment,Private room,2,1,1,1,Real Bed,35,0,0,1,2,1125,4,4,15,290,0,,0,strict_14_with_grace_period
within a few hours,2,0,0,1,Pankow,Apartment,Private room,2,1,0,1,Real Bed,50,0,0,1,4,1125,0,0,0,31,0,,0,flexible
within a few hours,2,1,0,1,Pankow,Apartment,Entire home/apt,2,1,0,1,Real Bed,65,0,8,1,2,1125,2,2,4,4,0,,0,strict_14_with_grace_period
within an hour,1,0,0,1,Treptow - Koepenick,Apartment,Private room,1,1,1,1,Real Bed,17,0,0,1,2,1125,0,12,42,42,1,100,0,flexible
within an hour,1,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,25,0,0,1,1,1125,0,0,7,7,4,100,1,moderate
,,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,4,1,2,2,Real Bed,139,0,50,1,5,1125,0,15,15,15,0,,1,flexible
within an hour,1,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,45,0,0,1,2,1125,0,12,35,52,0,,0,flexible
within a day,3,0,0,1,Pankow,Apartment,Private room,1,1,1,1,Real Bed,19,0,5,1,1,1125,0,1,1,1,0,,0,strict_14_with_grace_period
within an hour,1,0,0,1,Neukoelln,Apartment,Entire home/apt,3,1,1,2,Real Bed,50,0,12,1,2,6,0,0,0,164,1,100,1,strict_14_with_grace_period
within an hour,1,0,0,1,Steglitz - Zehlendorf,Apartment,Entire home/apt,2,1,1,1,Real Bed,48,0,0,1,3,1125,3,3,3,247,4,85,1,flexible
within an hour,1,0,0,1,Treptow - Koepenick,Apartment,Private room,2,1,1,1,Real Bed,60,0,15,1,2,1125,28,58,88,178,1,100,0,flexible
within a day,3,0,0,1,Neukoelln,Apartment,Entire home/apt,2,1,0,1,Real Bed,45,0,0,1,6,1125,2,2,2,255,1,100,0,flexible
within an hour,1,0,0,2,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,25,0,0,1,4,1125,0,8,8,226,6,93,1,flexible
within a day,3,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,75,0,10,1,3,30,5,5,5,5,1,100,1,moderate
within an hour,1,0,0,1,Lichtenberg,Apartment,Private room,1,1,1,1,Real Bed,28,0,20,1,5,90,0,9,11,41,0,,0,flexible
within an hour,1,0,0,2,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,129,0,50,2,3,181,0,0,0,262,0,,1,flexible
within a few hours,2,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,2,1,1,1,Real Bed,35,200,20,1,2,30,0,0,0,252,0,,1,flexible
within a day,3,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,3,1,1,2,Real Bed,39,0,0,1,1,1125,2,5,6,6,0,,0,moderate
within an hour,1,0,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,105,200,55,1,2,1125,4,4,4,4,0,,0,moderate
within an hour,1,0,0,1,Mitte,Apartment,Entire home/apt,4,1,2,3,Real Bed,80,0,35,1,2,1125,0,3,4,4,2,100,0,flexible
within a few hours,2,0,0,2,Pankow,Apartment,Shared room,1,1.5,1,0,Real Bed,35,0,0,1,1,3,22,52,82,82,1,100,0,flexible
within a day,3,1,1,1,Pankow,Apartment,Private room,2,2,1,1,Real Bed,40,0,15,1,2,1125,8,27,56,56,0,,0,strict_14_with_grace_period
within a few hours,2,0,1,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,90,0,25,1,2,1125,12,23,23,23,1,100,1,flexible
within a few hours,2,0,0,1,Mitte,Apartment,Entire home/apt,4,1,1,2,Real Bed,105,0,30,2,4,1125,0,6,6,48,1,100,0,strict_14_with_grace_period
within a few hours,2,0,0,1,Steglitz - Zehlendorf,Apartment,Private room,1,1,1,0,Real Bed,20,0,0,1,21,1125,0,0,27,27,0,,0,flexible
within an hour,1,0,0,1,Spandau,Apartment,Private room,2,1,1,1,Real Bed,45,0,10,1,1,1125,9,28,30,30,0,,0,flexible
within an hour,1,1,0,1,Mitte,Apartment,Private room,2,1,3,3,Real Bed,19,0,10,2,2,14,8,19,32,295,3,100,1,moderate
within a day,3,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,0,Real Bed,40,0,15,1,2,1125,2,8,16,25,1,100,0,strict_14_with_grace_period
within an hour,1,0,1,5,Treptow - Koepenick,Apartment,Entire home/apt,5,2,2,2,Real Bed,129,0,90,4,3,1125,5,9,9,220,0,,0,moderate
,,0,0,1,Steglitz - Zehlendorf,Apartment,Private room,2,2,1,1,Real Bed,100,1000,200,1,2,1125,23,34,34,34,0,,0,strict_14_with_grace_period
within a day,3,1,0,1,Neukoelln,Apartment,Entire home/apt,6,1,2,3,Real Bed,179,0,40,1,3,1125,8,8,8,37,1,100,0,flexible
within an hour,1,0,0,2,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,70,500,25,2,2,14,9,13,16,23,3,93,0,strict_14_with_grace_period
within an hour,1,0,0,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,0,1,Real Bed,79,0,39,1,3,30,10,12,33,33,3,87,1,strict_14_with_grace_period
within a few hours,2,0,0,18,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,0,1,Real Bed,89,600,60,2,30,360,0,18,18,278,0,,0,strict_14_with_grace_period
within a few hours,2,0,0,1,Steglitz - Zehlendorf,Apartment,Entire home/apt,2,1,1,1,Real Bed,60,0,0,1,2,1125,10,18,30,292,0,,1,flexible
within a few hours,2,1,0,2,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,500,15,1,2,12,9,32,46,46,1,100,1,strict_14_with_grace_period
within an hour,1,0,0,2,Treptow - Koepenick,Apartment,Entire home/apt,5,2,3,5,Real Bed,109,0,10,1,5,1125,0,26,39,129,0,,1,moderate
within a few hours,2,0,0,1,Spandau,Apartment,Entire home/apt,4,1,0,2,Real Bed,35,0,0,1,1,14,7,17,19,19,3,100,0,flexible
within an hour,1,0,0,1,Mitte,Apartment,Private room,2,1.5,1,1,Real Bed,20,0,0,2,5,1125,0,0,23,23,0,,0,flexible
within a few hours,2,1,0,2,Pankow,Apartment,Private room,1,1,0,0,Real Bed,16,100,15,1,3,1125,4,8,23,23,0,,0,moderate
within a day,3,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,60,0,20,1,3,1125,5,23,35,35,3,100,0,moderate
within an hour,1,0,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,4,1,2,2,Real Bed,55,0,0,1,2,1125,15,34,56,142,0,,1,flexible
within an hour,1,0,0,24,Mitte,Apartment,Entire home/apt,10,3,3,8,Real Bed,320,300,70,6,2,30,8,18,31,95,2,100,1,moderate
within an hour,1,0,0,24,Mitte,Apartment,Entire home/apt,10,1,3,8,Real Bed,320,300,70,6,2,30,13,26,41,124,2,100,1,moderate
within an hour,1,0,0,24,Mitte,Apartment,Entire home/apt,10,1,3,8,Real Bed,320,300,70,6,2,30,11,22,31,112,3,80,1,moderate
within an hour,1,0,0,24,Mitte,Apartment,Entire home/apt,10,3,3,8,Real Bed,320,300,70,6,2,30,10,20,30,104,2,90,1,moderate
within an hour,1,0,0,24,Mitte,Apartment,Entire home/apt,9,1,3,7,Real Bed,320,300,70,8,2,30,7,19,28,98,5,100,1,moderate
within an hour,1,0,0,2,Reinickendorf,Apartment,Entire home/apt,8,1,3,5,Real Bed,90,500,35,2,1,366,4,4,4,4,1,100,1,strict_14_with_grace_period
within a few hours,2,1,0,4,Neukoelln,Apartment,Private room,2,1,1,0,Real Bed,50,0,30,1,2,1125,25,55,85,360,1,40,1,flexible
within a day,3,0,1,3,Neukoelln,Apartment,Entire home/apt,3,1,1,2,Real Bed,55,0,0,2,1,1125,4,7,12,250,0,,0,flexible
within an hour,1,0,0,1,Neukoelln,Apartment,Entire home/apt,2,1,0,0,Real Bed,85,150,20,1,4,1125,7,7,7,7,0,,0,strict_14_with_grace_period
within an hour,1,0,0,1,Mitte,Apartment,Entire home/apt,2,1,0,1,Real Bed,55,0,0,1,2,1125,0,0,20,180,0,,1,moderate
,,1,0,1,Pankow,Apartment,Entire home/apt,3,1,1,2,Real Bed,80,500,40,1,4,14,0,0,27,27,0,,0,strict_14_with_grace_period
within an hour,1,0,0,9,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,10,2,4,10,Real Bed,170,100,0,4,3,1125,18,25,25,25,1,100,1,strict_14_with_grace_period
within a day,3,0,0,1,Pankow,Apartment,Entire home/apt,4,1,0,1,Real Bed,70,0,0,1,1,14,11,34,46,46,1,,1,strict_14_with_grace_period
within an hour,1,0,0,4,Lichtenberg,Apartment,Entire home/apt,4,1,1,2,Real Bed,59,0,49,1,4,1125,9,24,43,318,0,,1,moderate
within an hour,1,0,0,2,Charlottenburg-Wilm.,Apartment,Entire home/apt,3,1,1,3,Real Bed,60,0,0,1,6,17,0,0,0,47,0,,1,flexible
within an hour,1,0,0,1,Lichtenberg,Apartment,Shared room,1,1,1,2,Real Bed,15,0,0,1,1,30,4,26,49,324,0,,1,strict_14_with_grace_period
within a day,3,0,0,1,Pankow,Apartment,Private room,2,1,1,1,Real Bed,39,0,0,1,1,4,8,8,8,63,2,,1,flexible
within an hour,1,0,0,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,0,1,Real Bed,79,0,49,1,5,14,0,6,22,22,3,100,1,strict_14_with_grace_period
within an hour,1,0,0,1,Pankow,Apartment,Private room,1,1,1,0,Real Bed,17,0,0,1,4,1125,7,7,7,7,0,,0,flexible
within an hour,1,0,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,0,20,1,3,1125,10,10,10,10,0,,0,flexible
within an hour,1,0,1,3,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,6,2,3,3,Real Bed,129,100,29,4,1,1125,4,20,44,216,3,100,0,moderate
within a day,3,0,0,1,Neukoelln,Apartment,Entire home/apt,3,1,0,2,Real Bed,80,0,20,1,1,1125,23,51,51,51,0,,0,flexible
within an hour,1,0,0,1,Lichtenberg,Apartment,Private room,4,1,0,1,Real Bed,29,0,15,1,2,1125,3,10,11,11,0,,1,strict_14_with_grace_period
within a few hours,2,0,0,1,Steglitz - Zehlendorf,Apartment,Entire home/apt,3,1,2,2,Real Bed,48,0,0,1,1,100,0,0,1,1,1,100,0,moderate
within an hour,1,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,2,1.5,1,1,Real Bed,45,0,20,2,1,7,21,51,81,356,0,,1,moderate
within a few hours,2,0,0,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,3,2,Real Bed,72,0,0,1,1,1125,6,6,6,6,1,20,1,flexible
within a few hours,2,0,0,2,Steglitz - Zehlendorf,Apartment,Entire home/apt,2,1,0,1,Real Bed,696,0,0,1,1,2,11,34,60,60,0,,0,flexible
within a day,3,0,0,1,Pankow,Apartment,Entire home/apt,6,2,3,5,Real Bed,101,0,0,1,60,90,0,0,0,133,0,,1,flexible
within an hour,1,0,0,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,98,0,100,1,1,360,17,47,71,346,0,,1,strict_14_with_grace_period
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,1,1,Real Bed,99,0,0,2,7,1125,0,0,8,85,0,,0,strict_14_with_grace_period
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,65,0,25,1,3,1125,9,9,9,9,1,100,1,strict_14_with_grace_period
,,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,4,1,1,1,Real Bed,40,0,15,1,1,1125,28,58,88,88,0,,0,flexible
within a day,3,0,0,2,Friedrichshain-Kreuzberg,Apartment,Private room,1,2,1,1,Real Bed,40,0,20,1,5,21,19,19,45,45,0,,0,flexible
within an hour,1,0,0,1,Mitte,Apartment,Entire home/apt,1,1,1,1,Real Bed,55,0,0,1,2,1125,2,5,13,13,0,,1,strict_14_with_grace_period
within an hour,1,0,0,1,Treptow - Koepenick,Apartment,Private room,2,1,1,1,Real Bed,12,90,10,1,1,7,6,25,44,94,0,,1,moderate
within an hour,1,1,0,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,6,1,2,3,Real Bed,90,0,25,2,1,1125,3,3,3,3,1,100,0,strict_14_with_grace_period
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,200,50,2,2,1125,15,30,55,194,1,100,0,moderate
,,0,0,1,Treptow - Koepenick,Apartment,Entire home/apt,2,1,1,1,Real Bed,79,0,50,1,7,14,14,14,14,14,0,,1,flexible
within a few hours,2,0,0,3,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,47,0,10,1,2,1125,2,2,2,2,0,,1,flexible
within an hour,1,0,0,2,Neukoelln,Apartment,Private room,2,1,1,2,Real Bed,45,0,35,1,1,1125,8,8,8,8,0,,0,flexible
within an hour,1,0,0,1,Mitte,Apartment,Entire home/apt,4,1,1,2,Real Bed,36,0,10,1,7,21,8,8,9,38,0,,1,moderate
within a day,3,0,0,1,Pankow,Apartment,Private room,2,1,0,1,Real Bed,35,0,15,1,2,1125,0,6,6,6,1,,0,strict_14_with_grace_period
within an hour,1,0,0,3,Tempelhof - Schoenenberg,Apartment,Entire home/apt,5,2,2,2,Real Bed,200,0,0,1,1,1125,0,0,5,5,0,,1,flexible
within a day,3,0,0,2,Mitte,Apartment,Entire home/apt,4,1,1,1,Real Bed,80,0,0,1,60,1125,0,12,42,317,0,,0,strict_14_with_grace_period
within a day,3,0,0,1,Pankow,Apartment,Private room,2,1,1,1,Real Bed,40,0,0,1,3,1125,3,3,10,87,0,,0,flexible
within an hour,1,0,0,2,Mitte,Apartment,Private room,2,1,1,1,Real Bed,35,0,9,1,1,1125,7,13,13,13,2,90,1,moderate
,,0,0,1,Neukoelln,Apartment,Private room,1,1,1,1,Real Bed,37,0,0,1,2,3,0,0,0,42,0,,0,flexible
within a few hours,2,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,1,1,1,1,Real Bed,25,0,25,1,2,40,0,1,14,117,0,,0,strict_14_with_grace_period
within an hour,1,0,0,2,Mitte,Apartment,Private room,1,1,1,1,Real Bed,25,0,0,1,2,1125,0,0,0,133,0,,1,flexible
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,2,2,Real Bed,88,100,25,1,5,1125,0,6,6,59,0,,1,flexible
within an hour,1,0,0,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,1,1,Real Bed,85,0,40,2,1,30,9,22,37,295,2,90,1,moderate
within an hour,1,0,0,1,Mitte,Apartment,Private room,3,1,1,1,Real Bed,55,0,0,2,2,5,12,39,61,61,1,100,1,strict_14_with_grace_period
within an hour,1,0,0,3,Pankow,Apartment,Entire home/apt,4,1,0,2,Real Bed,45,250,35,2,3,1125,3,7,21,99,1,80,0,strict_14_with_grace_period
within an hour,1,0,0,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,42,0,0,1,90,1125,0,0,12,287,0,,0,strict_14_with_grace_period
within an hour,1,0,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,69,0,35,1,2,4,8,27,51,137,3,100,0,moderate
within a few hours,2,0,0,18,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,2,3,Real Bed,95,0,0,1,60,180,30,60,90,365,0,,0,strict_14_with_grace_period
within a few hours,2,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,2,1,1,1,Real Bed,29,0,0,1,6,90,1,1,1,1,0,,0,flexible
within an hour,1,1,0,1,Treptow - Koepenick,Apartment,Entire home/apt,2,1,1,2,Real Bed,59,0,0,1,3,1125,0,0,0,133,1,100,1,flexible
within a few hours,2,1,0,4,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,35,0,30,1,15,1000,19,19,30,149,0,,0,strict_14_with_grace_period
within a day,3,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,42,0,0,1,2,8,3,3,19,19,0,,0,flexible
within an hour,1,0,0,1,Neukoelln,Apartment,Entire home/apt,2,0.5,1,1,Real Bed,60,0,0,1,1,1125,13,13,13,13,0,,0,flexible
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,1,1,1,1,Real Bed,23,0,0,1,2,1125,0,2,3,3,0,,1,flexible
within a few hours,2,0,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,54,0,0,1,64,1125,30,60,62,88,0,,0,flexible
,,0,0,1,Neukoelln,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,0,0,1,1,1,0,0,23,23,0,,0,flexible
within a few hours,2,1,0,3,Friedrichshain-Kreuzberg,Apartment,Private room,1,1,1,1,Real Bed,48,500,30,1,5,1125,0,0,28,118,0,,0,strict_14_with_grace_period
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,5,1,2,5,Real Bed,130,0,10,2,3,3,27,57,87,177,0,,1,flexible
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,6,1,2,3,Real Bed,112,0,0,1,3,1125,3,6,6,6,1,,1,flexible
within a day,3,0,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,1,2,Real Bed,60,0,0,1,10,90,0,1,20,276,0,,0,strict_14_with_grace_period
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,0,1,Real Bed,55,0,0,1,2,1125,0,0,0,0,0,,0,strict_14_with_grace_period
,,0,0,1,Lichtenberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,42,0,0,1,8,8,0,8,31,31,0,,1,strict_14_with_grace_period
within an hour,1,0,0,1,Neukoelln,Apartment,Private room,2,1,1,2,Real Bed,40,0,0,1,3,7,0,0,0,102,1,100,1,flexible
within a day,3,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,40,0,30,1,4,1125,4,12,31,31,0,,0,flexible
a few days or more,4,0,0,1,Mitte,Apartment,Entire home/apt,4,1,0,1,Real Bed,50,0,20,1,1,1125,16,42,72,72,0,,0,moderate
within a few hours,2,0,0,1,Pankow,Apartment,Entire home/apt,3,1,2,2,Real Bed,85,0,0,1,1,1125,0,0,9,29,0,,0,flexible
within an hour,1,1,0,1,Mitte,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,0,15,1,2,1125,3,3,3,3,2,100,1,strict_14_with_grace_period
within an hour,1,0,0,1,Pankow,Apartment,Private room,1,1,0,1,Real Bed,30,500,0,1,1,1125,4,7,27,302,2,100,0,flexible
within a few hours,2,1,0,2,Lichtenberg,Apartment,Private room,2,1,1,1,Real Bed,42,0,10,1,3,1125,7,15,26,301,0,,1,strict_14_with_grace_period
within an hour,1,0,0,1,Reinickendorf,Apartment,Private room,2,1,1,1,Real Bed,37,0,0,1,1,1125,24,54,84,167,1,60,1,flexible
within a day,3,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,145,0,80,1,3,10,24,54,84,174,0,,0,flexible
within a few hours,2,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,30,100,20,1,4,14,5,35,65,85,0,,0,strict_14_with_grace_period
within an hour,1,0,0,1,Treptow - Koepenick,Apartment,Entire home/apt,3,1,1,2,Real Bed,95,0,20,2,2,30,12,25,37,79,2,100,1,strict_14_with_grace_period
within an hour,1,1,0,1,Mitte,Apartment,Entire home/apt,3,1,0,2,Real Bed,84,0,0,1,2,7,11,28,58,78,0,,1,flexible
within an hour,1,0,0,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,2,2,Real Bed,48,300,30,1,3,1125,19,45,75,165,1,80,1,flexible
,,0,0,1,Treptow - Koepenick,House,Private room,1,1,1,1,Real Bed,18,0,0,1,217,888,30,60,90,365,0,,1,flexible
within a day,3,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,30,150,5,1,1,3,12,29,29,29,2,100,0,flexible
within an hour,1,0,0,1,Pankow,Apartment,Private room,1,1,1,1,Real Bed,40,0,0,1,3,7,0,0,11,11,1,40,0,moderate
within a few hours,2,0,0,2,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,65,0,0,1,2,30,4,4,4,4,0,,0,strict_14_with_grace_period
within an hour,1,0,0,2,Lichtenberg,Apartment,Entire home/apt,4,1,0,1,Real Bed,75,0,0,1,1,4,21,47,77,352,2,90,1,strict_14_with_grace_period
within a day,3,0,0,3,Pankow,Apartment,Private room,2,1,1,1,Real Bed,25,0,0,1,2,4,2,2,2,3,0,,1,flexible
within a few hours,2,0,0,2,Neukoelln,Apartment,Private room,1,1,1,1,Real Bed,25,0,0,1,1,1125,1,1,1,1,0,,0,moderate
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,3,1,0,1,Real Bed,40,150,15,1,2,1125,2,2,2,42,2,,0,flexible
within a day,3,1,0,1,Mitte,Apartment,Entire home/apt,3,1,2,2,Real Bed,59,0,0,1,90,1125,12,42,72,162,0,,0,flexible
within an hour,1,1,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,59,0,8,1,1,14,15,43,62,62,2,100,1,flexible
a few days or more,4,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,1,1,1,1,Real Bed,25,1000,50,1,85,92,12,42,72,92,0,,0,strict_14_with_grace_period
within a few hours,2,1,0,3,Lichtenberg,Apartment,Private room,2,1,1,1,Real Bed,45,0,0,1,3,1125,12,12,12,36,0,,0,moderate
within an hour,1,0,1,4,Lichtenberg,Apartment,Entire home/apt,2,1,0,1,Real Bed,49,0,20,2,2,1125,3,8,13,73,0,,1,moderate
within a day,3,0,0,2,Mitte,Apartment,Entire home/apt,4,1,2,2,Real Bed,80,300,45,2,14,360,1,1,20,253,0,,0,flexible
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,2,Real Bed,43,0,0,2,160,165,0,0,0,164,0,,0,strict_14_with_grace_period
within an hour,1,0,0,1,Pankow,Apartment,Entire home/apt,1,1,0,1,Real Bed,25,0,15,1,2,30,4,11,18,102,1,100,1,flexible
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,1,1,Real Bed,90,0,14,1,2,4,0,0,0,21,0,,1,flexible
,,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,70,0,15,1,3,1125,7,37,67,157,0,,0,flexible
within an hour,1,0,0,2,Neukoelln,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,0,0,1,2,1125,10,28,28,28,1,100,1,flexible
within an hour,1,0,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,50,0,30,1,2,1125,0,5,5,5,1,,1,moderate
within an hour,1,0,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,1,1,1,1,Real Bed,35,0,0,1,10,14,4,4,4,137,0,,1,flexible
within a few hours,2,0,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,4,1,1,2,Real Bed,42,0,20,1,7,1125,4,4,24,24,0,,1,flexible
within a day,3,0,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,0,60,2,2,1125,11,11,31,31,0,,0,strict_14_with_grace_period
within a few hours,2,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,200,35,1,2,5,12,31,41,111,0,,0,moderate
within a few hours,2,0,0,4,Pankow,Apartment,Entire home/apt,6,1,2,2,Real Bed,230,0,0,2,3,1125,1,11,23,286,0,,1,strict_14_with_grace_period
within an hour,1,0,0,3,Friedrichshain-Kreuzberg,Apartment,Private room,1,1,1,1,Real Bed,32,0,0,1,3,1125,2,14,14,14,1,,1,flexible
within an hour,1,0,0,24,Mitte,Apartment,Entire home/apt,6,1,2,5,Real Bed,150,0,0,4,2,30,0,4,11,82,1,100,1,flexible
